InsuredNric,Insured_Premium,Claim_count,Discounts,Coverage_final,ExpDate,EffDate,Advance_purchase,Cumulative_Policies,Insured_age,No_of_insured,avg_past_3_trips_claims,avg_past_3_trips_claims_amount,Region,plantype_fgi,Policies_Per_Year,trip_duration,Tenure_Years,RG5_capped,RG6_capped,RG7_capped,RG8_capped,RG9_capped,RG10_capped,GrossClaimIncurredWithGSTHTD_capped
577O,271.9,1,21.11,Classic,2023-08-14,2022-04-18,1,5,41,4,0.98,104.29,ASEAN,Individual,1.968503937007874,22,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736B,1051.34,1,240.61,Preferred,2024-01-16,2022-06-07,70,10,48,2,0.32,574.62,WORLDWIDE,Individual,4.33,16,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
091N,409.41,0,78.91,Deluxe,2022-11-19,2022-12-30,31,9,57,1,1.12,202.88,ASEAN,Individual,3.061224489795918,9,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325Y,519.08,1,127.64,Deluxe,2022-07-16,2022-07-12,76,5,55,3,0.55,874.45,ASIA,Individual,0.57,29,7.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805B,664.04,0,15.73,Preferred,2023-03-29,2022-08-08,58,2,62,3,2.37,640.89,ASIA,Individual,0.46511627906976744,17,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957T,657.28,0,87.06,Preferred,2023-07-01,2023-07-24,8,3,35,3,2.54,264.4,ASIA,Individual,0.5870841487279843,11,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946R,352.82,0,99.03,Preferred,2023-05-20,2023-12-29,38,12,33,3,0.31,499.24,ASIA,Individual,1.8987341772151898,10,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474N,290.23,1,40.37,Classic,2022-06-19,2022-07-26,2,9,45,1,0.27,898.65,ASEAN,Individual,1.1627906976744187,16,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474N,334.13,1,97.49,Classic,2023-06-11,2022-03-28,60,8,49,4,0.92,114.39,WORLDWIDE,Individual,2.8368794326241136,14,2.82,0.0,0.0,0.0,0.0,0.0,1831.73,1946.83
482Q,348.4,1,97.47,Classic,2022-12-05,2022-10-29,82,6,39,2,0.58,811.34,ASIA,Group,1.4218009478672986,12,4.22,0.0,92.05,0.0,0.0,0.0,0.0,104.66
216B,903.85,1,227.12,Deluxe,2022-11-26,2022-07-02,24,5,71,2,1.81,868.83,ASEAN,Individual,1.5015015015015014,27,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513L,348.58,0,127.21,Classic,2023-09-10,2023-02-28,50,4,20,2,1.09,484.51,ASIA,Individual,0.6633499170812603,18,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940D,227.99,1,28.53,Classic,2022-10-31,2022-07-18,72,7,37,1,1.0,370.03,ASEAN,Individual,1.1589403973509933,22,6.04,747.14,0.0,0.0,0.0,139.73,0.0,947.19
731O,219.63,1,70.67,Classic,2023-11-18,2022-09-25,37,7,68,2,2.81,896.16,ASIA,Individual,1.1058451816745656,4,6.33,617.62,0.0,0.0,458.95,0.0,0.0,1132.49
869X,136.4,0,31.52,Classic,2022-04-17,2023-08-25,33,6,56,1,2.85,197.32,ASIA,Family,3.53,3,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782I,253.17,1,53.82,Deluxe,2023-09-29,2023-09-05,17,11,70,4,0.98,432.33,WORLDWIDE,Individual,3.1884057971014492,10,3.45,288.19,0.0,0.0,255.89,0.0,0.0,611.79
615T,751.8,0,256.82,Preferred,2022-05-08,2023-02-21,33,4,27,4,0.44,383.37,ASIA,Individual,0.5095541401273885,10,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427R,452.3,0,134.68,Classic,2022-06-29,2023-10-17,48,11,67,3,0.72,977.77,ASEAN,Family,3.6303630363036308,6,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389A,249.79,0,13.16,Classic,2022-12-19,2023-04-03,36,3,66,1,2.31,421.6,WORLDWIDE,Group,0.9345794392523364,22,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632U,303.9,0,11.81,Classic,2023-10-27,2023-09-29,10,8,32,2,1.6,532.18,WORLDWIDE,Individual,1.0165184243964422,19,7.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161R,467.9,1,105.94,Deluxe,2022-04-03,2023-05-19,82,6,70,4,2.08,637.02,ASEAN,Individual,1.0067114093959733,29,5.96,1235.21,0.0,0.0,0.0,1223.89,0.0,2743.02
969M,367.08,0,38.45,Classic,2022-01-22,2023-04-11,14,10,74,2,2.64,691.84,ASEAN,Individual,3.937007874015748,16,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103C,425.94,0,100.77,Deluxe,2023-03-08,2023-12-04,8,2,26,2,2.95,485.92,ASEAN,Family,0.4434589800443459,28,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838N,627.58,0,171.45,Deluxe,2022-09-23,2023-12-11,83,11,57,2,1.29,915.4,WORLDWIDE,Individual,1.75,23,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835Y,250.95,0,3.97,Classic,2023-05-26,2023-11-28,4,3,27,4,2.33,543.21,ASIA,Family,0.5586592178770949,10,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379I,404.11,0,53.65,Classic,2022-10-27,2023-09-18,56,14,32,3,2.21,131.79,ASEAN,Family,4.11,25,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451J,244.56,0,78.69,Classic,2023-06-04,2023-02-05,60,5,59,2,2.83,218.57,ASEAN,Individual,0.8403361344537815,21,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662T,481.82,1,92.74,Deluxe,2024-01-11,2022-04-11,30,13,48,3,0.01,362.38,ASEAN,Individual,2.75,18,1.45,0.0,0.0,0.0,0.0,0.0,274.05,303.8
511M,492.47,1,86.85,Preferred,2022-11-27,2023-10-09,89,14,41,2,0.53,959.7,WORLDWIDE,Family,4.16,18,2.89,0.0,0.0,0.0,0.0,0.0,76.18,87.33
737Z,379.25,0,88.54,Classic,2023-08-07,2022-07-07,73,5,21,3,1.2,253.08,ASEAN,Individual,0.7142857142857143,25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884X,473.79,1,13.08,Deluxe,2022-10-22,2022-12-31,63,2,70,4,0.47,460.6,ASEAN,Group,0.41841004184100417,4,4.78,0.0,420.8,5464.78,0.0,0.0,0.0,6747.37
018Y,432.57,0,116.52,Classic,2022-05-23,2022-08-13,27,3,44,4,0.95,546.62,WORLDWIDE,Individual,0.53475935828877,26,5.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427R,263.77,2,76.65,Deluxe,2023-04-16,2022-07-13,65,12,61,2,1.39,305.32,ASEAN,Family,1.5483870967741935,23,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868O,253.05,1,5.51,Classic,2022-10-03,2023-10-08,81,5,67,2,0.57,466.49,WORLDWIDE,Individual,0.9025270758122743,4,5.54,0.0,0.0,0.0,0.0,0.0,320.71,362.39
280L,554.63,0,81.34,Deluxe,2024-01-01,2023-06-01,17,6,56,2,0.66,813.05,ASIA,Individual,1.791044776119403,15,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
026K,704.6,0,25.34,Preferred,2022-02-10,2023-06-21,41,6,40,2,1.22,876.14,ASIA,Group,0.7905138339920948,11,7.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805B,701.08,1,206.29,Preferred,2022-04-03,2022-05-24,70,5,60,3,1.51,361.4,ASIA,Individual,0.651890482398957,16,7.67,538.78,0.0,551.25,1046.44,0.0,0.0,2432.58
338O,851.35,0,24.46,Preferred,2023-05-08,2023-09-20,66,8,23,4,1.32,134.63,ASIA,Family,1.0075566750629723,27,7.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632U,631.43,0,125.55,Preferred,2023-05-18,2024-01-31,54,6,51,3,2.05,962.39,ASIA,Family,1.4218009478672986,15,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957T,269.63,0,27.44,Deluxe,2022-03-01,2022-11-14,22,11,42,3,1.41,162.8,ASEAN,Family,1.5214384508990317,5,7.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805B,569.11,1,146.91,Preferred,2023-09-19,2023-08-31,76,3,63,3,2.85,847.67,ASEAN,Group,1.0526315789473684,10,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036K,323.23,1,125.7,Classic,2023-01-17,2023-09-08,29,14,36,2,1.83,922.8,ASEAN,Individual,4.03,4,1.45,0.0,0.0,2324.48,0.0,0.0,0.0,2538.65
782I,302.94,1,112.82,Classic,2023-12-28,2023-11-09,64,12,48,4,1.48,499.3,ASEAN,Individual,3.125,23,3.84,0.0,149.85,3543.2,0.0,0.0,0.0,3989.3
107T,244.09,1,30.07,Classic,2022-02-02,2023-08-02,21,4,35,1,1.66,567.5,ASEAN,Individual,0.6451612903225806,6,6.2,0.0,0.0,343.83,0.0,0.0,0.0,367.44
283F,62.0,0,21.22,Classic,2022-12-14,2023-04-18,31,13,44,1,2.49,338.68,WORLDWIDE,Individual,3.475935828877005,17,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872G,385.75,1,1.95,Deluxe,2022-01-16,2023-04-04,35,11,60,2,0.69,322.79,ASEAN,Individual,4.313725490196079,10,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103C,347.65,0,96.09,Classic,2023-12-10,2023-04-04,44,9,65,3,1.39,546.34,ASEAN,Family,1.4354066985645935,5,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869X,335.7,0,16.88,Deluxe,2022-09-14,2023-06-16,43,8,46,1,2.29,896.39,ASEAN,Individual,3.4334763948497855,3,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214Q,358.35,0,116.59,Preferred,2023-05-08,2022-04-04,88,13,45,3,2.41,940.36,ASIA,Family,1.949025487256372,29,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820Q,480.24,1,153.58,Deluxe,2022-01-26,2022-07-29,18,1,37,3,1.05,294.86,ASIA,Group,0.21231422505307856,7,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
026K,367.23,0,110.5,Classic,2023-01-24,2023-10-06,47,7,42,1,1.49,360.02,ASIA,Individual,1.89,16,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578O,50.0,0,10.99,Classic,2023-03-19,2023-02-21,58,14,50,1,0.63,350.76,ASEAN,Group,4.71,22,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543H,546.89,0,135.19,Deluxe,2023-04-18,2022-10-11,1,13,20,3,2.21,512.32,ASEAN,Individual,2.380952380952381,17,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411X,595.35,2,188.03,Deluxe,2023-03-16,2023-02-21,60,14,46,3,1.83,612.87,ASEAN,Family,2.1875,5,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511M,489.19,1,42.02,Preferred,2022-06-19,2022-11-12,54,11,30,4,2.39,962.4,ASEAN,Individual,3.197674418604651,13,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957A,87.16,0,31.02,Classic,2023-09-12,2023-03-18,15,13,58,4,0.51,898.59,ASIA,Family,3.23,10,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136D,490.55,0,159.55,Classic,2023-10-26,2022-12-15,66,8,31,4,2.22,850.32,ASEAN,Family,2.162162162162162,12,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104H,253.41,0,67.09,Preferred,2023-09-23,2023-02-09,11,4,35,3,1.69,96.44,ASEAN,Group,1.2578616352201257,16,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831O,185.21,0,61.91,Deluxe,2023-09-10,2024-02-17,15,1,71,3,2.21,561.94,ASIA,Family,0.1841620626151013,22,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578O,184.54,1,63.8,Classic,2022-05-23,2022-11-01,39,12,25,2,2.67,264.88,ASEAN,Family,3.8338658146964857,8,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699U,50.0,0,11.73,Deluxe,2023-08-17,2022-07-24,33,10,56,1,2.56,148.11,ASEAN,Individual,0.62,22,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946R,326.28,1,62.91,Classic,2023-07-23,2024-02-14,38,4,64,4,2.16,261.7,WORLDWIDE,Group,1.97,23,1.87,0.0,0.0,165.21,0.0,0.0,0.0,177.46
782I,398.66,0,2.67,Deluxe,2023-07-04,2022-03-08,52,1,73,2,0.38,987.74,ASEAN,Family,1.3888888888888888,28,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326P,421.88,1,147.46,Deluxe,2023-10-17,2023-07-04,61,9,70,2,0.72,602.54,ASEAN,Individual,1.1,24,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577O,573.87,0,226.36,Deluxe,2023-08-25,2022-07-22,28,4,52,1,0.17,727.48,WORLDWIDE,Individual,0.6920415224913494,24,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288A,315.48,1,83.17,Classic,2022-04-10,2022-02-13,70,4,33,4,1.26,804.55,ASEAN,Family,0.58,5,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166T,336.8,0,33.3,Classic,2022-04-11,2022-10-18,81,6,74,1,0.29,357.4,WORLDWIDE,Individual,2.1052631578947367,10,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982N,272.22,0,38.04,Deluxe,2023-10-08,2023-04-17,75,6,47,2,2.98,574.66,ASEAN,Group,0.8207934336525308,26,7.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482G,501.88,0,0.61,Preferred,2023-04-24,2023-02-16,26,1,42,2,1.85,975.11,ASIA,Family,0.18975332068311196,25,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348P,436.64,0,54.09,Deluxe,2022-04-13,2022-02-13,77,7,46,1,0.09,696.1,ASIA,Group,2.356902356902357,19,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701B,905.87,0,242.58,Preferred,2022-09-19,2022-08-10,43,10,65,3,2.63,802.03,ASEAN,Individual,3.322259136212625,16,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511M,116.94,0,3.39,Classic,2023-07-09,2022-07-07,42,2,64,3,2.34,641.05,ASEAN,Family,0.39292730844793716,14,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
044G,251.1,0,91.61,Classic,2022-01-02,2023-06-17,30,2,31,1,2.81,917.61,ASEAN,Group,0.4319654427645788,13,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014F,532.8,0,29.13,Deluxe,2023-11-14,2022-07-12,75,5,65,3,0.73,5.55,ASEAN,Group,0.7363770250368189,25,6.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578O,241.64,0,3.01,Classic,2022-06-17,2023-04-26,34,2,41,4,1.74,908.47,ASEAN,Individual,3.7037037037037033,28,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569Q,491.15,0,125.67,Deluxe,2022-08-21,2022-05-16,13,6,62,2,1.61,94.82,ASEAN,Individual,1.4814814814814816,16,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868K,176.25,1,3.03,Deluxe,2024-01-16,2022-07-26,72,11,39,4,0.43,892.1,ASEAN,Individual,1.99,23,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407R,404.74,0,13.38,Classic,2023-08-12,2023-09-06,18,2,64,3,1.36,567.57,ASIA,Family,0.9345794392523364,3,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406A,269.64,0,101.93,Deluxe,2023-01-23,2022-10-29,84,10,68,3,1.22,100.3,WORLDWIDE,Individual,2.557544757033248,27,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411X,427.16,0,146.91,Deluxe,2023-01-24,2022-06-12,33,1,67,1,2.52,81.69,ASEAN,Family,0.2304147465437788,11,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423X,598.9,1,226.27,Deluxe,2023-12-07,2023-03-31,80,3,40,3,0.17,248.37,ASEAN,Family,1.2987012987012987,14,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148T,384.24,0,66.08,Deluxe,2023-10-17,2023-01-20,43,3,37,3,2.78,18.01,ASEAN,Family,0.7614213197969544,27,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564C,195.51,2,62.12,Classic,2023-02-12,2022-03-14,34,7,26,3,0.99,458.1,ASIA,Group,0.9032258064516129,4,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348P,829.87,1,45.39,Preferred,2022-04-20,2022-09-03,69,14,63,3,2.06,618.54,ASEAN,Individual,2.7722772277227725,19,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
026K,466.38,0,97.54,Deluxe,2023-07-17,2023-04-22,71,11,19,1,2.32,57.86,WORLDWIDE,Individual,2.0446096654275094,12,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578O,601.2,1,208.69,Deluxe,2023-10-02,2022-03-22,70,12,35,2,0.65,615.26,WORLDWIDE,Individual,2.96,3,0.55,0.0,49.36,663.29,752.59,238.25,0.0,1898.61
051Q,583.14,0,127.98,Deluxe,2022-02-22,2023-12-20,26,9,35,2,2.67,252.09,ASIA,Individual,2.25,11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498A,657.19,0,198.03,Deluxe,2023-06-10,2023-09-28,51,14,34,1,2.12,979.88,ASIA,Group,3.7333333333333334,8,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
091N,442.63,1,82.35,Deluxe,2022-12-02,2024-01-01,53,6,73,2,1.17,538.12,ASEAN,Group,3.17,26,1.61,0.0,0.0,117.44,0.0,281.65,0.0,452.01
831O,316.95,0,96.05,Classic,2023-11-19,2023-06-25,36,8,71,2,2.87,206.7,WORLDWIDE,Family,2.2988505747126435,10,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406A,333.37,0,57.01,Classic,2022-01-02,2024-02-01,8,6,57,2,0.03,801.17,ASEAN,Individual,1.3574660633484164,11,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001G,326.9,0,76.99,Classic,2022-12-12,2023-04-20,55,8,22,1,2.81,970.34,WORLDWIDE,Individual,1.0230179028132993,14,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564C,229.75,1,71.46,Deluxe,2022-09-01,2023-11-03,65,10,54,3,0.89,345.06,WORLDWIDE,Family,1.9607843137254903,29,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656N,428.11,1,97.81,Deluxe,2022-11-04,2023-03-08,34,12,40,1,1.87,435.79,ASEAN,Individual,3.14,6,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451J,420.43,1,8.97,Classic,2023-03-03,2022-08-23,61,6,31,3,0.44,662.94,WORLDWIDE,Individual,0.7905138339920948,16,7.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784R,225.23,0,26.59,Classic,2023-05-01,2023-12-06,46,14,26,2,1.69,228.48,ASIA,Family,3.79,15,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475Y,402.23,2,93.29,Classic,2022-06-12,2023-09-08,9,8,60,3,2.58,953.28,ASEAN,Individual,1.02,22,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764U,909.71,1,215.44,Preferred,2024-01-05,2022-12-14,17,6,60,3,2.76,890.0,ASEAN,Group,0.851063829787234,23,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498A,668.83,0,57.63,Deluxe,2023-02-11,2023-07-01,13,5,32,4,2.29,139.61,WORLDWIDE,Group,0.8928571428571429,15,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710D,762.17,1,304.06,Deluxe,2022-09-18,2022-06-05,10,11,24,3,2.16,656.39,ASIA,Family,1.2,6,5.4,0.0,251.99,1209.46,829.63,0.0,0.0,2609.95
532Q,208.47,0,54.16,Classic,2023-05-09,2022-10-21,41,9,43,1,0.79,89.36,ASIA,Individual,2.4258760107816713,3,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310V,918.65,2,117.09,Preferred,2023-10-23,2023-10-08,19,14,69,2,0.06,450.67,ASEAN,Individual,1.91,6,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651H,871.04,0,338.18,Preferred,2024-01-20,2023-01-30,41,14,27,2,0.57,528.76,ASIA,Individual,0.63,29,7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001G,622.14,0,57.74,Deluxe,2022-06-21,2022-03-27,6,14,68,2,0.82,604.61,WORLDWIDE,Family,2.3333333333333335,13,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525L,375.38,0,0.39,Classic,2023-03-15,2023-12-23,75,12,22,4,1.15,489.36,ASIA,Family,1.589403973509934,4,7.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283F,493.33,1,91.09,Classic,2022-09-06,2022-08-20,51,8,40,2,1.7,54.37,ASIA,Group,1.5873015873015872,8,5.04,0.0,0.0,0.0,0.0,0.0,908.08,1000.13
782I,201.12,0,15.7,Classic,2022-01-15,2022-02-21,75,5,58,4,2.59,433.37,WORLDWIDE,Family,1.6233766233766234,26,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936P,514.29,0,32.76,Preferred,2023-09-02,2023-05-03,23,4,60,4,2.1,338.18,WORLDWIDE,Group,0.9779951100244499,13,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
053V,506.68,1,21.44,Classic,2022-03-07,2022-05-21,14,3,45,4,1.17,601.43,ASEAN,Group,0.6960556844547564,18,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
044G,563.99,1,140.1,Deluxe,2022-12-04,2022-10-25,25,6,46,1,2.54,647.32,WORLDWIDE,Family,0.7731958762886598,15,7.76,0.0,0.0,5698.66,0.0,0.0,0.0,5995.18
435H,237.87,0,24.87,Classic,2022-10-03,2022-05-03,48,10,65,3,0.48,644.2,ASEAN,Family,2.347417840375587,13,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884X,564.49,1,109.78,Preferred,2023-01-04,2022-10-08,1,6,56,2,2.0,192.09,WORLDWIDE,Individual,0.8915304606240713,13,6.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277I,650.32,0,68.74,Preferred,2023-03-16,2023-06-11,71,10,51,2,0.59,294.01,ASIA,Individual,4.83,25,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482G,877.74,0,273.84,Preferred,2022-08-24,2022-07-12,9,3,73,1,1.72,101.38,ASIA,Individual,1.2875536480686696,23,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226T,182.4,0,2.08,Classic,2023-11-16,2022-09-24,74,10,64,1,2.43,404.24,WORLDWIDE,Individual,1.89,9,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427R,308.52,1,108.98,Classic,2022-07-02,2024-01-01,60,4,33,4,2.13,269.13,ASEAN,Family,1.7467248908296944,23,2.29,113.6,359.96,40.67,0.0,0.0,0.0,545.11
277I,859.98,0,250.86,Preferred,2022-11-26,2024-01-31,63,7,56,2,1.96,865.52,ASIA,Family,1.7632241813602014,9,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232Z,650.75,0,124.71,Deluxe,2023-08-09,2023-07-16,68,12,46,1,1.59,437.31,ASEAN,Family,0.97,18,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001G,166.35,0,14.64,Classic,2023-08-03,2023-12-30,46,8,23,4,1.74,482.86,ASEAN,Family,1.5779092702169624,27,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379I,431.33,0,64.03,Deluxe,2023-01-21,2022-09-25,22,2,25,3,1.13,857.8,WORLDWIDE,Family,0.36363636363636365,6,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998K,556.83,0,23.27,Deluxe,2023-08-07,2023-12-18,84,10,35,4,0.56,179.43,WORLDWIDE,Group,1.81,5,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338O,614.82,1,20.51,Preferred,2023-07-10,2022-09-18,39,12,68,3,2.59,40.66,ASIA,Family,1.5978695073235687,7,7.51,94.19,0.0,0.0,0.0,84.14,0.0,199.53
884X,691.65,2,93.77,Preferred,2022-09-27,2023-12-19,77,5,19,2,1.3,67.66,ASEAN,Individual,1.8867924528301887,27,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166T,321.62,0,23.0,Classic,2023-11-24,2022-05-01,80,14,68,1,2.24,273.31,ASEAN,Family,1.22,7,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166T,123.68,1,28.76,Deluxe,2022-07-08,2024-02-04,82,12,41,3,2.17,655.47,WORLDWIDE,Individual,1.6216216216216215,12,7.4,462.43,0.0,0.0,0.0,0.0,0.0,493.07
615T,312.32,0,7.73,Classic,2023-02-07,2023-09-04,25,13,39,1,2.43,554.54,ASIA,Individual,1.36,6,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379I,622.95,0,101.85,Preferred,2022-08-24,2023-11-10,6,12,66,4,1.57,82.79,ASEAN,Individual,1.7699115044247786,4,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935G,1024.28,1,378.45,Preferred,2022-02-03,2023-07-11,69,6,37,2,1.12,27.06,WORLDWIDE,Family,0.7874015748031495,11,7.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204L,621.55,0,154.48,Preferred,2023-04-26,2023-07-20,12,5,45,3,1.61,342.68,ASIA,Individual,1.3297872340425532,23,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495S,218.69,1,86.73,Classic,2022-03-28,2023-07-13,41,14,44,1,1.72,169.22,ASEAN,Individual,0.8,21,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805B,475.64,1,24.11,Deluxe,2023-01-16,2022-05-08,22,9,48,4,0.35,810.1,ASIA,Individual,0.81,3,7.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393A,298.01,0,32.29,Classic,2023-02-10,2022-05-11,25,4,33,2,1.45,181.55,ASEAN,Individual,1.91,20,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
091N,304.85,0,89.49,Classic,2023-09-18,2022-10-25,66,13,58,3,0.03,784.36,ASIA,Group,1.16,23,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656N,286.63,0,56.1,Classic,2023-07-04,2023-08-10,45,2,47,1,0.11,924.3,ASEAN,Individual,0.5063291139240506,28,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
016I,418.91,0,44.91,Deluxe,2022-05-27,2023-08-06,78,8,57,1,1.06,605.9,WORLDWIDE,Individual,1.2578616352201257,13,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939T,657.29,0,46.18,Deluxe,2023-02-17,2023-09-29,89,4,52,1,1.36,558.93,ASEAN,Individual,0.8016032064128256,25,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036K,604.92,1,219.7,Deluxe,2022-05-07,2024-02-03,60,1,37,2,1.5,841.42,WORLDWIDE,Individual,0.3048780487804878,12,3.28,409.94,89.14,0.0,0.0,0.0,0.0,566.58
564C,261.56,1,27.66,Classic,2022-07-02,2022-06-26,17,8,54,3,0.63,879.85,WORLDWIDE,Family,3.6529680365296806,5,2.19,0.0,0.0,0.0,2492.62,0.0,0.0,2823.85
