ClaimNo_AT,AccidentDesc,AccidentTypeDesc,DriverNric
POL-2024-203788,Rear-ended by another vehicle while parking. Suffered neck strain. Police report filed.,vehicle,S6547591A
POL-2021-704453,"Food poisoning at local restaurant. Symptoms included severe headache, fever. Hospitalized for 1 days.",medical,S8286141C
POL-2022-870489,Vehicle collided with barrier at parking lot. Driver experienced fractured ribs. Rainy conditions.,vehicle,S9854765G
POL-2023-895851,Sudden seizure while traveling. Transported to hospital. emergency surgery administered.,medical,S3671686B
POL-2020-985513,Single vehicle accident due to slippery road. back pain sustained. Vehicle rear damage.,vehicle,S4588908G
POL-2023-979642,Slipped and fell at highway. Resulted in whiplash. Required specialized care.,medical,S9819027G
POL-2021-111128,Overexertion during working caused knee injury. Doctor recommended medication.,sports,S5069067D
POL-2023-733115,Food poisoning at street vendor. Symptoms included dizziness. Hospitalized for 5 days.,medical,S4571994B
POL-2024-172634,"Food poisoning at cruise ship dining. Symptoms included nausea, vomiting, diarrhea. Hospitalized for 1 days. No witnesses present.",medical,S2406559G
POL-2023-590355,Passport stolen in highway. Had to slowing down. Additional costs incurred. Seeking full compensation.,travel,S4950109G
POL-2023-577638,Sudden asthma attack while exercising. Transported to hospital. specialized care administered.,medical,S4853968D
POL-2023-440159,Pre-existing heart palpitations aggravated during travel. Required physical therapy.,medical,S9733259D
POL-2021-786747,Hit and run incident in intersection. Vehicle total loss. Driver had fractured ribs. Seeking full compensation.,vehicle,S6698137H
POL-2022-891425,Car accident on Route 66 involving 3 vehicles. concussion reported. rear damage to vehicle.,vehicle,S3599239D
POL-2024-849074,Pre-existing asthma attack aggravated during travel. Required observation.,medical,S2827994B
POL-2023-481853,Trip cancelled due to weather. Non-refundable bookings worth $25000.,travel,S2618378D
POL-2023-620507,Fell ill with food poisoning during trip to Brazil. Medical expenses $2500. Previous claim history: none.,travel,S3935160A
POL-2023-818130,Allergic reaction to latex. Experienced difficulty breathing. Emergency treatment required.,medical,S2362586C
POL-2020-336299,Injured knee while playing cycling. back pain diagnosed. Treatment: medication. Photos attached.,sports,S2017801B
POL-2021-308896,Single vehicle accident due to mechanical failure. shoulder pain sustained. Vehicle total loss.,vehicle,S5863331G
POL-2023-885364,Rear-ended by another vehicle while slowing down. Suffered bruises. Police report filed. No witnesses present.,vehicle,S6718530C
POL-2024-318178,Water damage to office due to animal crossing. Estimated repair cost $25000.,property,S4911223C
POL-2020-442541,Pre-existing diabetic emergency aggravated during travel. Required medication. Insurance claim to follow.,medical,S1953951F
POL-2024-732333,Single vehicle accident due to tire blowout. concussion sustained. Vehicle front bumper damaged. Insurance claim to follow.,vehicle,S1021099D
POL-2022-256763,Single vehicle accident due to mechanical failure. neck strain sustained. Vehicle front bumper damaged.,vehicle,S1840236D
POL-2021-232037,Sudden chest pain while sightseeing. Transported to hospital. physical therapy administered. Previous claim history: none.,medical,S3740960E
POL-2022-932747,"Burglary at residence. jewelry, camera equipment stolen. Property damage includes minor scratches.",property,S5932179G
POL-2021-518114,"Burglary at residence. electronics, clothing, documents stolen. Property damage includes minor scratches. Photos attached.",property,S1115757D
POL-2021-415254,Sudden seizure while working. Transported to hospital. physical therapy administered.,medical,S9019828E
POL-2021-306806,Single vehicle accident due to slippery road. knee injury sustained. Vehicle front bumper damaged.,vehicle,S3596466H
POL-2023-223682,"Luggage lost on flight from Singapore to Hong Kong. Contained business documents, laptop. Insurance claim to follow.",travel,S3896594A
POL-2022-126962,Fall during basketball practice. fractured ribs to ankle. X-ray showed no fracture.,sports,S8949442G
POL-2023-422498,Pre-existing heart palpitations aggravated during travel. Required observation. Seeking full compensation.,medical,S5202096B
POL-2020-788722,"Food poisoning at airport cafe. Symptoms included nausea, vomiting, diarrhea. Hospitalized for 3 days.",medical,S2670028H
POL-2020-803578,Sudden heart palpitations while working. Transported to hospital. observation administered.,medical,S8860191F
POL-2020-146337,Flight delayed for 24 hours. Missed tour booking. Incurred $5000 in expenses.,travel,S3223724F
POL-2024-513118,Storm damage to vehicle. minor scratches observed. Temporary accommodation needed.,property,S2286166B
POL-2021-182709,Sudden seizure while exercising. Transported to hospital. specialized care administered.,medical,S8617907F
POL-2022-188081,Car accident on Main Street involving 3 vehicles. whiplash reported. rear damage to vehicle.,vehicle,S7370484F
POL-2022-575839,Hit and run incident in shopping mall. Vehicle rear damage. Driver had knee injury.,vehicle,S8293151C
POL-2024-752178,Vehicle collided with pedestrian at downtown. Driver experienced neck strain. Clear conditions. No witnesses present.,vehicle,S1132579C
POL-2022-433554,Trip cancelled due to weather. Non-refundable bookings worth $2500.,travel,S2883443H
POL-2020-465793,Pre-existing seizure aggravated during travel. Required physical therapy.,medical,S9851057C
POL-2023-560639,Vehicle collided with cyclist at intersection. Driver experienced fractured ribs. Windy conditions.,vehicle,S3317834F
POL-2022-394246,Sudden seizure while sightseeing. Transported to hospital. physical therapy administered. Previous claim history: none.,medical,S4695911G
POL-2023-667205,Food poisoning at street vendor. Symptoms included dizziness. Hospitalized for 5 days. Previous claim history: none.,medical,S9474640H
POL-2022-558766,Fell ill with altitude sickness during trip to Brazil. Medical expenses $2500.,travel,S9144065B
POL-2021-851989,Vehicle collided with wall at parking lot. Driver experienced knee injury. Normal conditions. Seeking full compensation.,vehicle,S1494191G
POL-2023-938511,Sudden seizure while dining. Transported to hospital. emergency surgery administered. Urgent processing requested.,medical,S1892183D
POL-2021-824149,Water damage to storage unit due to mechanical failure. Estimated repair cost $2500. No witnesses present.,property,S1397524C
POL-2022-431669,Hit and run incident in parking lot. Vehicle minor scratches. Driver had fractured ribs.,vehicle,S1367739B
POL-2020-747254,Hit and run incident in parking lot. Vehicle minor scratches. Driver had concussion.,vehicle,S6172346A
POL-2022-335374,Hit and run incident in office building. Vehicle front bumper damaged. Driver had knee injury.,vehicle,S6075549C
POL-2021-161267,Hit and run incident in office building. Vehicle rear damage. Driver had concussion. Insurance claim to follow.,vehicle,S2036773C
POL-2022-501155,Rear-ended by another vehicle while turning left. Suffered concussion. Police report filed. Urgent processing requested.,vehicle,S6544787F
POL-2023-947576,Pre-existing chest pain aggravated during travel. Required observation.,medical,S9932076B
POL-2024-144190,"Burglary at residence. business documents, laptop stolen. Property damage includes significant damage.",property,S2544609A
POL-2022-191393,Fall during cycling practice. fractured ribs to back. X-ray showed hairline fracture. Photos attached.,sports,S6016662A
POL-2021-904843,"Luggage lost on flight from Tokyo to Bangkok. Contained jewelry, camera equipment.",travel,S9498893B
POL-2020-389889,Single vehicle accident due to animal crossing. neck strain sustained. Vehicle front bumper damaged.,vehicle,S9506253B
POL-2020-340722,Car accident on Park Avenue involving 4 vehicles. back pain reported. total loss to vehicle.,vehicle,S8428352D
POL-2024-510325,Sudden heart palpitations while exercising. Transported to hospital. emergency surgery administered. Insurance claim to follow.,medical,S5444415C
POL-2024-919705,Passport stolen in residential area. Had to stopped at traffic light. Additional costs incurred.,travel,S7354402C
POL-2023-767726,Sudden chest pain while working. Transported to hospital. medication administered.,medical,S8716531A
POL-2023-586230,Slipped and fell at office building. Resulted in knee injury. Required medication.,medical,S3228460B
POL-2023-849810,Pre-existing asthma attack aggravated during travel. Required physical therapy. Insurance claim to follow.,medical,S3415834H
POL-2024-788732,Passport stolen in residential area. Had to turning left. Additional costs incurred.,travel,S5815568A
POL-2021-518320,Pre-existing diabetic emergency aggravated during travel. Required specialized care.,medical,S1098049E
POL-2020-641489,Allergic reaction to medication. Experienced severe pain. Emergency treatment required. No witnesses present.,medical,S5765217B
POL-2021-820940,Passport stolen in downtown. Had to turning left. Additional costs incurred. Photos attached.,travel,S7610213E
POL-2020-809183,Fell ill with altitude sickness during trip to Brazil. Medical expenses $5000.,travel,S7677578B
POL-2021-669040,"Fire damage at intersection. electronics, clothing, documents destroyed. Total loss estimated at $5000.",property,S8472820G
POL-2024-246334,Trip cancelled due to weather. Non-refundable bookings worth $2500.,travel,S3570240G
POL-2023-154732,Slipped and fell at downtown. Resulted in fractured ribs. Required emergency surgery.,medical,S6604979B
POL-2020-715704,Fell ill with dengue fever during trip to Thailand. Medical expenses $2500.,travel,S4561220F
POL-2022-239177,Rear-ended by another vehicle while slowing down. Suffered fractured ribs. Police report filed. Urgent processing requested.,vehicle,S5908074G
POL-2022-488712,Hit and run incident in intersection. Vehicle total loss. Driver had neck strain. Urgent processing requested.,vehicle,S2432931B
POL-2024-259634,Injured back while playing swimming. back pain diagnosed. Treatment: medication.,sports,S6499111G
POL-2023-653406,"Burglary at residence. electronics, clothing, documents stolen. Property damage includes rear damage.",property,S8267193E
POL-2021-670349,Equipment failure during swimming resulted in shoulder pain. Required physical therapy.,sports,S7018912C
POL-2021-532295,Vandalism to apartment. rear damage requiring professional repair.,property,S4180150C
POL-2020-201047,Equipment failure during cycling resulted in whiplash. Required observation.,sports,S6553066F
POL-2020-896673,Fell ill with altitude sickness during trip to Mexico. Medical expenses $10000.,travel,S5575824A
POL-2021-136850,Water damage to vehicle due to tire blowout. Estimated repair cost $1000.,property,S2604745B
POL-2020-871209,Hit and run incident in intersection. Vehicle rear damage. Driver had back pain.,vehicle,S3455994C
POL-2024-787158,Storm damage to storage unit. front bumper damaged observed. Temporary accommodation needed.,property,S1086551D
POL-2024-248071,Vehicle collided with cyclist at shopping mall. Driver experienced back pain. Windy conditions. Previous claim history: none.,vehicle,S1636840E
POL-2021-480816,Storm damage to vehicle. front bumper damaged observed. Temporary accommodation needed.,property,S9062585F
POL-2024-720964,Trip cancelled due to political unrest. Non-refundable bookings worth $10000. Photos attached.,travel,S4536267F
POL-2020-999147,Single vehicle accident due to slippery road. knee injury sustained. Vehicle minor scratches. Previous claim history: none.,vehicle,S2651797C
